age,country_region,device_type,education_background,course_level,course_category,week_of_year,sessions,time_spent_hours,videos_watched,quiz_attempts,assignments_submitted,forum_posts,avg_quiz_score,attendance_rate,completion_status,final_score
36.0,1,0,2,1,1,45.0,22.0,3.1,23.0,8.0,0.0,0.0,45.1,0.961,0.0,59.0
21.0,2,0,0,1,4,28.0,13.0,19.0,8.0,9.0,3.0,3.0,44.5,0.737,0.0,75.9
16.0,4,1,0,2,1,49.0,16.0,14.6,27.0,7.0,3.0,1.0,52.9,0.974,0.0,69.1
25.0,0,0,2,0,4,37.0,18.0,18.8,18.0,8.0,3.0,2.0,72.9,0.764,0.0,68.4
32.0,1,1,0,1,0,30.0,9.0,11.5,6.0,5.0,2.0,3.5,92.1,0.753,1.0,83.7
25.0,0,1,0,1,4,3.0,46.0,12.7,68.0,15.0,5.0,1.0,75.3,1.0,1.0,92.1
24.0,0,1,0,0,0,6.0,10.0,28.1,17.0,4.0,3.0,1.0,88.4,0.768,0.0,68.4
16.0,1,0,3,0,2,43.0,28.0,1.5,19.0,8.0,1.0,2.0,70.8,0.839,0.0,73.8
26.0,2,1,1,1,0,15.0,5.0,11.7,3.0,7.0,7.0,0.0,34.4,0.812,0.0,56.0
32.0,2,1,2,1,4,15.0,11.0,16.1,19.0,6.0,3.0,1.0,80.0,1.0,1.0,97.7
23.0,2,0,2,2,1,43.0,13.0,9.8,28.0,7.0,6.0,1.0,61.1,0.812,0.0,70.7
20.0,1,1,2,1,3,30.0,27.0,9.7,32.0,3.0,7.0,0.0,70.3,1.0,1.0,82.4
26.0,3,1,2,2,0,40.0,16.0,43.0625,23.0,7.0,6.0,0.0,94.7,0.944,1.0,100.0
18.0,3,0,1,2,0,28.0,28.0,18.2,35.0,5.0,0.0,0.0,74.5,0.963,1.0,87.7
29.0,2,1,2,1,0,16.0,19.0,17.1,14.0,7.0,7.0,2.0,68.3,0.734,0.0,66.8
29.0,1,2,2,2,1,40.0,46.0,5.8,68.0,6.0,3.0,0.0,56.6,1.0,0.0,73.4
16.0,0,1,0,2,1,31.0,46.0,26.3,66.0,12.0,1.0,0.0,67.5,1.0,1.0,93.8
19.0,2,1,0,1,4,5.0,36.0,29.4,42.0,7.0,4.0,0.0,54.6,0.856,0.0,51.0
31.0,0,0,0,0,4,39.0,10.0,17.8,6.0,2.0,5.0,1.0,76.9,0.593,0.0,64.6
28.0,2,1,3,2,0,7.0,13.0,6.5,25.0,8.0,3.0,3.0,51.8,0.941,0.0,63.6
22.0,3,0,2,1,1,10.0,14.0,19.2,6.0,5.0,3.0,0.0,85.7,0.753,1.0,78.1
22.0,3,1,0,2,4,43.0,29.0,16.9,55.0,7.0,7.0,1.0,69.9,0.967,0.0,79.5
26.0,2,1,1,1,4,20.0,24.0,12.4,33.0,6.0,7.0,3.5,88.1,0.678,0.0,90.3
32.0,2,0,0,1,4,13.0,19.0,16.1,21.0,9.0,2.0,2.0,85.5,0.855,1.0,95.1
19.0,3,1,1,1,1,42.0,15.0,14.2,35.0,8.0,2.0,2.0,79.0,0.855,1.0,84.1
24.0,1,0,2,2,4,15.0,28.0,7.2,36.0,6.0,6.0,0.0,71.1,0.99,1.0,93.3
23.0,2,2,3,2,1,13.0,30.0,16.2,44.0,7.0,2.0,2.0,56.8,0.877,0.0,71.5
33.0,1,0,2,2,3,13.0,5.0,29.3,8.0,7.0,6.0,1.0,46.8,0.778,1.0,68.1
22.0,2,0,2,2,0,23.0,20.0,15.3,27.0,5.0,4.0,2.0,75.0,0.972,1.0,85.7
18.0,1,1,3,0,0,19.0,11.0,26.2,3.0,7.0,8.0,3.0,70.8,0.858,1.0,93.1
28.0,1,1,3,2,3,23.0,28.0,19.5,41.0,6.0,5.0,0.0,67.1,0.852,0.0,66.1
31.0,3,0,1,2,1,44.0,34.0,24.9,56.0,4.0,8.0,1.0,85.4,1.0,1.0,100.0
16.0,0,1,3,2,4,37.0,27.0,12.4,38.0,7.0,4.0,2.0,51.4,0.786,0.0,69.4
18.0,1,1,1,2,4,39.0,44.0,15.4,46.0,9.0,5.0,0.0,76.4,1.0,1.0,100.0
21.0,2,0,2,1,1,27.0,22.0,27.4,52.0,6.0,6.0,2.0,75.3,0.635,0.0,76.6
22.0,2,1,3,2,4,34.0,28.0,14.6,16.0,9.0,4.0,0.0,85.3,0.891,1.0,95.1
16.0,2,1,2,1,1,39.0,7.0,14.1,0.0,3.0,3.0,3.0,47.4,0.649,0.0,54.8
17.0,2,0,2,1,4,15.0,32.0,26.3,32.0,12.0,7.0,2.0,55.4,0.975,0.0,68.2
20.0,3,0,1,2,2,35.0,12.0,26.3,25.0,5.0,4.0,2.0,71.7,0.611,0.0,78.6
27.0,3,1,2,2,4,10.0,6.0,28.6,15.0,1.0,2.0,2.0,52.0,0.941,0.0,69.2
17.0,1,0,0,2,1,41.0,8.0,13.0,21.0,4.0,2.0,1.0,93.9,0.924,1.0,99.3
27.0,0,1,2,1,4,16.0,11.0,3.7,6.0,4.0,2.0,1.0,66.1,0.949,0.0,51.9
24.0,1,1,2,0,1,50.0,37.0,13.8,28.0,3.0,5.0,3.5,70.4,0.993,1.0,91.9
29.0,2,1,1,2,0,13.0,22.0,43.0625,19.0,7.0,3.0,1.0,78.9,0.91,0.0,80.5
26.0,1,1,2,2,1,37.0,21.0,24.7,6.0,9.0,3.0,0.0,85.0,1.0,1.0,94.9
18.0,3,0,1,1,1,7.0,19.0,19.5,23.0,6.0,3.0,1.0,62.3,0.894,1.0,62.2
21.0,2,1,3,0,4,52.0,6.0,20.1,7.0,5.0,5.0,3.0,77.5,0.743,0.0,59.7
20.0,3,1,2,1,0,18.0,26.0,22.9,51.0,6.0,2.0,2.0,46.6,0.644,0.0,61.9
23.0,1,1,0,2,4,41.0,10.0,11.7,26.0,4.0,2.0,0.0,80.2,0.905,0.0,70.0
28.0,3,1,1,1,1,8.0,16.0,38.0,15.0,6.0,5.0,1.0,80.9,0.877,1.0,100.0
16.0,2,2,2,0,0,14.0,36.0,23.9,48.0,7.0,3.0,2.0,54.7,0.904,0.0,64.9
23.0,2,2,2,2,3,5.0,6.0,33.4,18.0,9.0,4.0,3.0,47.0,0.844,1.0,76.4
16.0,2,2,2,0,4,21.0,32.0,6.4,16.0,4.0,3.0,3.0,44.3,0.942,0.0,55.4
26.0,2,2,3,1,4,29.0,21.0,21.9,40.0,6.0,3.0,2.0,48.8,0.729,0.0,67.5
28.0,3,1,1,2,4,14.0,25.0,34.3,15.0,5.0,3.0,1.0,67.6,0.848,0.0,66.5
23.0,4,1,2,2,4,17.0,20.0,3.1,30.0,9.0,0.0,1.0,65.7,0.841,0.0,75.1
29.0,2,1,0,1,0,14.0,13.0,25.5,21.0,9.0,3.0,3.5,51.5,0.547,0.0,61.0
21.0,2,2,3,2,2,21.0,27.0,19.0,20.0,5.0,2.0,0.0,69.6,0.938,1.0,74.8
16.0,3,1,0,1,0,27.0,7.0,19.0,7.0,3.0,5.0,3.5,72.4,0.788,0.0,60.7
17.0,2,0,1,1,1,37.0,27.0,14.4,41.0,11.0,2.0,1.0,70.5,0.885,1.0,64.1
36.0,3,1,3,2,0,28.0,33.0,29.2,59.0,8.0,5.0,1.0,48.6,0.726,0.0,75.9
20.0,2,1,0,1,4,9.0,24.0,33.7,36.0,2.0,2.0,2.0,57.9,0.752,0.0,65.7
16.0,1,0,2,1,0,21.0,31.0,16.1,61.0,4.0,0.0,2.0,73.9,0.801,0.0,72.0
21.0,2,1,2,2,1,7.0,9.0,15.4,7.0,3.0,4.0,3.0,69.4,0.773,0.0,65.1
25.0,2,0,2,1,1,46.0,37.0,9.8,45.0,9.0,1.0,3.0,63.1,0.811,0.0,76.9
20.0,2,0,1,0,2,52.0,17.0,22.6,23.0,9.0,5.0,1.0,58.3,0.83,0.0,65.0
20.0,1,1,0,1,4,14.0,46.0,3.9,58.0,7.0,4.0,1.0,69.7,0.974,1.0,94.8
31.0,2,1,2,1,0,48.0,3.0,1.2,0.0,7.0,4.0,1.0,61.9,1.0,0.0,59.5
16.0,0,0,3,2,3,23.0,17.0,24.9,13.0,4.0,4.0,1.0,100.0,1.0,1.0,95.5
27.0,3,2,1,2,1,8.0,22.0,33.3,27.0,7.0,6.0,3.5,71.0,0.64,1.0,76.2
24.0,0,1,2,2,1,29.0,23.0,17.6,4.0,8.0,5.0,1.0,83.4,0.811,0.0,77.0
29.0,1,1,2,0,2,42.0,25.0,41.8,56.0,9.0,4.0,0.0,85.4,0.878,1.0,100.0
19.0,1,1,1,1,4,22.0,10.0,15.1,18.0,7.0,6.0,3.0,78.6,0.836,0.0,83.8
29.0,0,1,0,2,0,1.0,20.0,38.6,32.0,7.0,7.0,2.0,82.6,0.945,1.0,99.0
19.0,3,1,2,0,1,39.0,17.0,11.3,23.0,4.0,1.0,3.0,81.5,0.62,0.0,68.2
18.0,1,1,2,0,1,8.0,16.0,4.0,11.0,8.0,9.5,0.0,62.1,0.758,0.0,61.9
20.0,2,0,1,2,4,29.0,18.0,5.2,39.0,6.0,2.0,2.0,68.0,0.874,0.0,69.6
21.0,4,0,3,0,4,45.0,10.0,23.1,3.0,4.0,5.0,3.0,62.8,0.818,1.0,81.7
29.0,1,1,3,2,4,31.0,23.0,24.4,19.0,8.0,8.0,3.0,56.3,0.705,1.0,85.2
26.0,2,1,3,1,0,28.0,8.0,23.4,14.0,7.0,5.0,2.0,67.1,0.801,1.0,68.8
34.0,2,0,2,1,1,17.0,16.0,17.8,22.0,9.0,2.0,3.0,60.6,0.974,0.0,70.0
31.0,0,1,2,0,2,1.0,17.0,26.5,24.0,6.0,5.0,2.0,70.1,0.781,1.0,92.4
23.0,2,1,0,1,0,49.0,5.0,7.1,3.0,7.0,2.0,2.0,42.3,0.874,0.0,59.7
31.0,2,1,3,1,1,48.0,32.0,18.0,39.0,8.0,6.0,1.0,68.2,0.987,0.0,75.4
27.0,3,1,3,2,2,17.0,28.0,11.1,40.0,5.0,1.0,3.5,53.9,0.953,1.0,80.7
17.0,0,0,0,1,3,31.0,9.0,16.2,16.0,3.0,2.0,3.5,61.2,0.846,0.0,73.6
23.0,1,0,0,1,2,4.0,2.0,22.3,0.0,6.0,2.0,1.0,74.9,0.759,1.0,92.1
30.0,3,1,3,2,0,46.0,18.0,6.0,34.0,5.0,2.0,1.0,71.6,0.613,0.0,70.0
17.0,0,2,0,0,4,23.0,36.0,10.3,30.0,8.0,4.0,2.0,100.0,0.803,1.0,100.0
16.0,2,1,3,2,3,36.0,16.0,19.4,17.0,8.0,7.0,0.0,74.4,0.818,0.0,91.2
19.0,2,1,2,2,4,7.0,11.0,21.6,22.0,11.0,4.0,2.0,52.8,0.879,1.0,87.3
20.0,1,1,2,2,4,5.0,25.0,6.3,29.0,8.0,2.0,0.0,49.3,0.828,0.0,62.7
16.0,2,1,3,2,1,45.0,34.0,6.0,38.0,12.0,5.0,3.0,79.7,0.808,0.0,77.7
22.0,3,2,3,2,4,3.0,33.0,16.7,57.0,7.0,4.0,0.0,36.6,0.772,0.0,55.4
30.0,3,1,3,2,0,35.0,15.0,33.9,11.0,4.0,6.0,2.0,89.1,0.769,1.0,100.0
27.0,2,1,3,1,1,43.0,22.0,26.2,42.0,13.0,6.0,3.5,67.7,0.81,0.0,87.4
23.0,2,1,2,0,1,10.0,11.0,43.0625,13.0,7.0,8.0,0.0,85.5,0.705,1.0,100.0
20.0,2,1,1,1,2,1.0,20.0,16.1,30.0,7.0,4.0,0.0,62.2,0.741,1.0,91.0
37.0,3,1,0,2,0,36.0,25.0,9.7,23.0,6.0,3.0,2.0,64.5,0.69,0.0,60.4
23.0,0,1,2,1,2,15.0,26.0,20.7,53.0,8.0,6.0,2.0,70.0,0.81,0.0,72.3
19.0,3,0,2,1,4,35.0,12.0,18.8,20.0,3.0,3.0,3.0,67.2,0.938,0.0,73.2
22.0,1,1,0,1,4,48.0,12.0,26.0,11.0,9.0,5.0,1.0,75.5,0.643,1.0,85.6
33.0,3,1,3,1,0,46.0,15.0,7.3,18.0,9.0,4.0,3.5,51.9,0.891,0.0,63.4
21.0,2,0,2,1,4,12.0,12.0,13.2,38.0,7.0,2.0,2.0,60.5,0.735,0.0,62.5
27.0,2,0,2,0,4,50.0,27.0,32.4,36.0,8.0,4.0,2.0,30.250000000000007,0.857,0.0,58.7
31.0,3,1,0,1,4,45.0,6.0,1.9,14.0,8.0,5.0,1.0,60.0,0.73,0.0,59.7
21.0,3,2,3,0,0,4.0,9.0,8.5,12.0,10.0,1.0,3.5,57.5,0.859,0.0,64.9
17.0,1,0,0,1,2,21.0,20.0,11.7,38.0,11.0,2.0,1.0,61.0,0.875,0.0,76.4
22.0,2,0,2,2,0,10.0,29.0,15.8,45.0,4.0,1.0,2.0,71.9,0.595,0.0,55.3
29.0,1,0,0,2,1,29.0,7.0,7.3,12.0,3.0,7.0,2.0,68.5,0.865,0.0,60.4
19.0,3,1,0,2,1,46.0,31.0,3.2,48.0,7.0,6.0,3.5,78.9,1.0,0.0,73.9
25.0,0,1,2,1,1,9.0,9.0,43.0625,17.0,4.0,2.0,2.0,83.0,0.818,1.0,73.0
28.0,3,1,2,2,1,52.0,24.0,22.6,20.0,9.0,2.0,1.0,47.7,0.987,0.0,59.1
34.0,4,0,0,2,3,23.0,39.0,11.6,46.0,11.0,2.0,2.0,92.1,0.747,1.0,93.9
16.0,2,2,3,0,1,30.0,4.0,27.4,0.0,9.0,6.0,3.0,91.8,0.707,0.0,80.9
16.0,2,2,1,0,4,17.0,35.0,30.2,49.0,9.0,3.0,2.0,72.2,0.766,0.0,64.9
23.0,2,2,3,2,0,38.0,23.0,8.6,31.0,7.0,1.0,2.0,44.9,0.937,0.0,54.2
24.0,1,1,2,1,4,31.0,21.0,13.8,29.0,6.0,3.0,1.0,67.0,0.762,0.0,71.0
29.0,2,1,2,2,0,6.0,29.0,17.4,33.0,5.0,1.0,2.0,95.1,0.97,1.0,87.8
17.0,1,0,3,1,1,37.0,46.0,2.3,68.0,14.0,1.0,2.0,38.4,1.0,0.0,70.4
19.0,0,1,1,2,1,3.0,35.0,4.5,29.0,12.0,3.0,3.0,66.2,0.812,0.0,53.9
30.0,2,1,0,1,1,25.0,21.0,13.5,17.0,5.0,6.0,1.0,79.4,0.776,0.0,77.7
25.0,2,1,2,1,1,13.0,12.0,13.1,2.0,6.0,6.0,1.0,58.5,0.859,0.0,65.1
23.0,2,0,0,1,1,50.0,18.0,22.6,17.0,6.0,4.0,2.0,59.1,0.934,0.0,65.0
39.0,3,1,2,2,2,30.0,14.0,17.5,18.0,5.0,9.0,2.0,63.6,0.83,0.0,65.5
32.0,0,0,2,0,0,49.0,12.0,16.4,24.0,6.0,4.0,2.0,68.1,0.742,0.0,75.9
21.0,3,0,2,1,3,27.0,27.0,43.0625,40.0,7.0,2.0,0.0,75.5,0.878,1.0,96.6
17.0,2,2,3,2,1,23.0,17.0,14.2,13.0,6.0,2.0,0.0,82.5,1.0,1.0,87.9
36.0,3,1,2,2,4,10.0,10.0,4.1,14.0,11.0,1.0,0.0,63.8,1.0,0.0,53.8
23.0,1,1,2,2,2,44.0,18.0,19.3,30.0,9.0,3.0,2.0,57.8,0.714,0.0,72.1
35.0,1,1,1,1,4,33.0,4.0,13.9,0.0,3.0,4.0,0.0,48.5,0.699,1.0,67.4
20.0,3,1,2,2,1,32.0,8.0,28.6,9.0,2.0,2.0,3.0,81.0,1.0,1.0,82.3
20.0,3,0,3,2,0,23.0,10.0,18.4,19.0,9.0,8.0,1.0,50.2,0.674,0.0,70.2
22.0,0,1,2,2,1,24.0,11.0,15.8,28.0,6.0,2.0,2.0,74.2,0.627,0.0,62.3
29.0,1,0,1,2,0,40.0,9.0,19.0,28.0,8.0,6.0,2.0,90.6,0.686,1.0,97.9
19.0,1,1,2,1,1,45.0,12.0,16.2,11.0,9.0,5.0,1.0,72.1,0.773,1.0,81.7
19.0,0,1,3,1,0,5.0,24.0,30.8,30.0,9.0,6.0,0.0,41.8,0.834,1.0,93.0
17.0,2,2,2,0,1,10.0,2.0,39.9,0.0,7.0,8.0,2.0,82.4,0.71,0.0,90.1
21.0,4,0,3,2,1,6.0,24.0,12.7,34.0,5.0,3.0,1.0,69.2,1.0,0.0,68.6
18.0,3,0,0,1,4,44.0,13.0,8.2,0.0,11.0,4.0,2.0,66.2,1.0,0.0,73.2
23.0,2,1,1,2,4,11.0,24.0,12.5,52.0,14.0,4.0,3.5,66.0,0.844,1.0,78.1
32.0,2,1,1,2,4,6.0,11.0,33.4,20.0,3.0,3.0,2.0,50.0,0.777,0.0,60.8
37.0,3,1,1,1,1,42.0,18.0,12.4,30.0,3.0,3.0,2.0,84.5,0.776,0.0,80.5
31.0,0,0,0,1,0,46.0,8.0,29.0,0.0,5.0,6.0,3.5,62.7,0.54,0.0,67.3
24.0,2,0,3,1,1,13.0,4.0,10.1,0.0,4.0,1.0,1.0,65.7,0.811,1.0,65.2
29.0,3,2,2,2,0,3.0,29.0,7.8,22.0,10.0,5.0,1.0,76.2,0.853,0.0,70.7
22.0,3,1,2,0,2,43.0,7.0,19.2,0.0,3.0,3.0,2.0,81.9,0.81,1.0,95.0
16.0,2,1,3,0,3,33.0,3.0,13.2,0.0,7.0,0.0,0.0,76.4,0.877,0.0,67.0
30.0,1,1,2,0,4,14.0,17.0,31.5,20.0,7.0,2.0,1.0,59.1,0.798,1.0,85.1
18.0,1,0,0,1,1,2.0,2.0,7.0,6.0,5.0,1.0,1.0,88.1,0.847,0.0,88.1
30.0,2,1,2,2,3,35.0,27.0,7.0,51.0,3.0,1.0,2.0,77.6,0.857,1.0,89.7
33.0,2,1,1,1,0,6.0,17.0,13.8,30.0,8.0,4.0,2.0,74.4,0.788,0.0,71.7
18.0,3,0,2,1,1,1.0,19.0,27.3,22.0,8.0,8.0,1.0,70.6,0.697,0.0,70.7
24.0,3,0,2,1,3,37.0,10.0,9.2,30.0,6.0,1.0,3.0,75.9,0.837,0.0,69.9
26.0,3,1,2,1,4,13.0,14.0,11.1,43.0,8.0,6.0,2.0,70.3,0.824,1.0,77.7
35.0,1,1,2,2,2,7.0,16.0,24.7,44.0,7.0,3.0,0.0,87.6,0.916,1.0,92.4
25.0,1,2,0,0,1,33.0,27.0,38.3,33.0,7.0,2.0,1.0,80.3,1.0,1.0,100.0
22.0,3,0,1,0,1,1.0,22.0,31.7,25.0,14.0,4.0,1.0,43.9,0.66,0.0,72.1
25.0,1,0,2,2,4,35.0,35.0,16.1,57.0,9.0,5.0,0.0,80.7,0.906,1.0,99.4
24.0,1,1,2,1,1,18.0,14.0,23.4,15.0,9.0,5.0,2.0,52.7,0.826,1.0,79.8
29.0,2,1,2,2,1,30.0,21.0,17.5,43.0,4.0,3.0,1.0,68.6,0.61,0.0,69.8
32.0,2,0,2,0,1,35.0,8.0,5.3,14.0,6.0,3.0,3.5,55.0,0.765,0.0,51.9
26.0,1,0,2,0,4,15.0,34.0,31.5,54.0,12.0,5.0,1.0,80.4,0.887,1.0,84.9
32.0,0,1,3,1,1,19.0,8.0,24.8,2.0,7.0,2.0,1.0,67.4,0.86,0.0,60.6
39.0,2,1,3,2,1,10.0,2.0,15.3,19.0,6.0,2.0,0.0,76.8,0.835,0.0,62.0
27.0,1,1,1,1,4,44.0,20.0,32.6,18.0,6.0,6.0,3.5,55.4,0.975,1.0,85.9
31.0,3,1,0,1,1,16.0,10.0,10.0,14.0,5.0,1.0,3.0,63.2,0.909,0.0,51.7
18.0,4,1,3,2,4,20.0,11.0,17.7,0.0,8.0,4.0,0.0,82.0,1.0,0.0,81.7
21.0,2,1,2,2,1,35.0,9.0,11.2,20.0,9.0,6.0,1.0,67.7,0.682,0.0,56.1
21.0,2,1,3,1,1,11.0,29.0,17.9,22.0,5.0,9.0,3.5,55.5,0.867,0.0,58.6
29.0,3,1,2,2,3,33.0,9.0,1.1,0.0,6.0,2.0,1.0,65.7,0.775,1.0,66.4
25.0,0,0,3,1,3,11.0,7.0,15.8,27.0,7.0,4.0,2.0,100.0,0.668,0.0,84.8
21.0,2,1,3,1,1,42.0,10.0,12.5,17.0,3.0,6.0,0.0,49.3,0.751,0.0,55.0
24.0,3,1,2,1,0,29.0,17.0,14.2,19.0,4.0,3.0,2.0,54.3,1.0,0.0,68.8
25.0,2,1,0,2,1,29.0,20.0,24.7,12.0,7.0,2.0,0.0,57.8,0.863,0.0,59.0
16.0,3,1,0,0,4,38.0,15.0,8.6,25.0,11.0,6.0,3.0,40.9,0.782,0.0,63.0
31.0,3,1,3,0,0,20.0,22.0,5.4,23.0,10.0,1.0,0.0,91.4,1.0,1.0,65.4
24.0,0,0,0,1,4,19.0,29.0,9.5,24.0,6.0,1.0,3.0,96.9,0.823,1.0,81.6
34.0,2,1,2,1,0,21.0,27.0,10.1,36.0,8.0,4.0,1.0,66.9,0.769,1.0,66.3
23.0,3,1,2,2,2,12.0,13.0,6.3,14.0,5.0,6.0,1.0,64.4,0.885,0.0,76.0
32.0,0,1,2,2,4,42.0,9.0,9.8,19.0,3.0,4.0,1.0,50.9,0.712,0.0,57.2
25.0,2,1,1,1,4,43.0,36.0,7.4,41.0,11.0,6.0,1.0,72.1,1.0,1.0,92.9
28.0,0,2,2,1,4,43.0,24.0,36.4,24.0,4.0,3.0,0.0,61.3,0.896,1.0,74.9
24.0,1,1,3,2,4,9.0,26.0,16.4,53.0,5.0,2.0,1.0,59.7,1.0,0.0,84.0
23.0,4,0,2,1,2,35.0,5.0,13.2,0.0,7.0,2.0,3.0,60.1,0.808,0.0,67.2
24.0,3,1,3,2,1,16.0,8.0,14.4,12.0,9.0,2.0,2.0,70.0,0.892,1.0,80.8
36.0,1,1,0,2,4,21.0,30.0,33.5,50.0,5.0,3.0,0.0,53.1,0.865,0.0,81.8
25.0,3,1,2,2,3,18.0,25.0,41.6,17.0,7.0,4.0,2.0,65.4,0.923,1.0,86.3
28.0,1,0,2,2,2,19.0,16.0,4.0,15.0,9.0,2.0,0.0,63.1,0.843,1.0,73.4
17.0,1,1,0,0,3,11.0,14.0,16.4,28.0,10.0,4.0,2.0,54.0,0.871,0.0,71.4
22.0,3,2,0,2,2,21.0,9.0,16.3,23.0,3.0,3.0,1.0,66.6,0.805,0.0,72.2
32.0,1,1,2,1,4,38.0,11.0,31.2,25.0,7.0,3.0,0.0,69.2,0.852,1.0,91.7
28.0,4,1,0,2,0,47.0,25.0,27.2,27.0,8.0,4.0,3.0,77.5,0.864,1.0,85.8
19.0,1,1,0,2,3,48.0,15.0,16.1,23.0,2.0,3.0,1.0,68.0,0.74,1.0,76.8
19.0,3,1,2,1,4,7.0,26.0,17.9,37.0,9.0,3.0,1.0,77.0,0.888,0.0,83.5
27.0,2,1,1,2,1,17.0,10.0,3.7,18.0,6.0,1.0,3.0,74.1,0.735,0.0,73.1
27.0,3,0,3,1,1,1.0,27.0,34.7,46.0,9.0,4.0,0.0,70.0,1.0,0.0,81.3
23.0,2,1,0,2,4,6.0,37.0,12.5,34.0,8.0,5.0,0.0,62.7,1.0,1.0,84.7
21.0,2,0,1,1,4,36.0,46.0,11.0,44.0,8.0,3.0,0.0,54.0,1.0,0.0,63.9
18.0,2,1,1,2,4,47.0,4.0,11.4,0.0,8.0,3.0,1.0,75.4,0.751,0.0,57.8
25.0,3,0,3,2,4,21.0,46.0,11.5,50.0,10.0,3.0,1.0,65.2,0.855,1.0,79.1
27.0,2,1,0,1,2,39.0,7.0,16.1,2.0,6.0,2.0,0.0,35.8,1.0,0.0,48.6
16.0,1,0,2,1,2,45.0,3.0,9.1,7.0,6.0,4.0,1.0,78.2,0.913,0.0,77.3
18.0,1,0,0,1,1,8.0,7.0,30.0,18.0,6.0,6.0,2.0,30.250000000000007,0.624,0.0,54.1
34.0,0,2,2,2,4,36.0,8.0,3.7,8.0,8.0,4.0,2.0,77.4,0.856,0.0,67.0
16.0,2,1,2,2,1,27.0,18.0,26.1,24.0,5.0,4.0,3.0,77.8,0.932,1.0,94.9
16.0,2,0,2,2,2,23.0,16.0,13.8,27.0,5.0,5.0,0.0,72.1,0.869,0.0,67.2
38.0,1,1,1,1,0,6.0,33.0,19.9,54.0,4.0,7.0,3.0,67.5,0.959,1.0,98.7
24.0,3,0,2,2,3,39.0,15.0,22.8,33.0,8.0,4.0,2.0,58.2,1.0,0.0,76.7
24.0,0,0,1,2,1,37.0,17.0,22.1,31.0,13.0,4.0,0.0,74.2,1.0,1.0,88.4
29.0,1,0,1,2,3,6.0,15.0,33.1,5.0,8.0,5.0,1.0,60.0,0.877,0.0,71.8
25.0,3,0,1,0,2,47.0,21.0,13.9,16.0,9.0,6.0,1.0,70.8,1.0,0.0,76.9
33.0,3,2,3,2,1,8.0,32.0,16.4,68.0,6.0,8.0,1.0,75.4,0.749,0.0,80.7
27.0,2,1,2,2,4,33.0,21.0,16.2,27.0,9.0,5.0,0.0,60.2,0.885,0.0,79.9
33.0,0,1,2,1,4,17.0,10.0,24.5,11.0,6.0,3.0,3.5,63.2,0.756,0.0,60.0
33.0,3,1,2,1,1,37.0,10.0,13.7,21.0,9.0,4.0,1.0,85.1,0.793,1.0,99.0
20.0,2,1,2,2,0,5.0,31.0,21.1,33.0,10.0,5.0,0.0,100.0,0.847,1.0,96.3
16.0,2,0,1,1,1,29.0,12.0,10.6,14.0,3.0,5.0,1.0,83.1,0.804,1.0,92.8
38.0,0,1,2,2,0,16.0,10.0,23.1,19.0,8.0,4.0,2.0,83.1,0.881,1.0,98.1
16.0,2,1,0,1,0,11.0,12.0,10.6,5.0,5.0,7.0,0.0,62.6,0.763,0.0,60.0
19.0,4,1,2,1,4,52.0,12.0,18.8,35.0,14.0,6.0,2.0,49.0,0.894,0.0,68.8
16.0,2,0,0,1,0,4.0,11.0,4.1,8.0,7.0,4.0,1.0,56.6,0.747,0.0,52.8
16.0,3,1,1,2,4,32.0,3.0,6.9,3.0,6.0,1.0,2.0,70.7,0.737,0.0,57.9
28.0,1,2,3,2,0,7.0,26.0,13.5,33.0,8.0,2.0,2.0,83.0,1.0,1.0,94.5
24.0,2,0,2,2,4,30.0,28.0,12.7,50.0,6.0,4.0,2.0,82.8,0.988,1.0,100.0
18.0,0,1,2,1,4,44.0,17.0,16.3,35.0,4.0,8.0,1.0,59.4,0.759,0.0,55.2
27.0,0,1,2,2,0,49.0,15.0,14.1,17.0,5.0,1.0,1.0,50.7,0.699,0.0,49.7
32.0,2,0,1,1,2,29.0,23.0,23.7,41.0,4.0,9.0,1.0,71.1,0.802,1.0,100.0
24.0,3,1,2,1,1,39.0,10.0,17.4,25.0,9.0,2.0,1.0,67.3,0.834,0.0,65.8
16.0,2,2,3,2,2,41.0,10.0,14.2,14.0,9.0,4.0,2.0,85.4,0.839,1.0,80.2
24.0,1,2,0,1,0,36.0,15.0,12.3,18.0,8.0,3.0,2.0,48.3,0.648,0.0,48.8
22.0,3,1,3,0,0,21.0,18.0,8.7,2.0,5.0,4.0,3.5,76.5,0.686,0.0,64.8
16.0,4,1,1,2,1,50.0,10.0,6.2,19.0,6.0,5.0,3.0,87.7,0.678,0.0,79.8
21.0,2,1,3,2,2,34.0,8.0,13.5,9.0,8.0,3.0,2.0,72.9,0.89,1.0,90.5
22.0,1,0,0,2,4,47.0,22.0,7.0,41.0,8.0,4.0,1.0,84.7,0.943,1.0,78.1
34.0,3,1,3,1,4,51.0,16.0,43.0625,18.0,7.0,6.0,3.5,83.9,0.756,1.0,85.6
23.0,3,0,2,1,0,51.0,36.0,31.8,68.0,7.0,7.0,0.0,89.0,0.96,1.0,100.0
23.0,1,0,1,1,1,49.0,21.0,11.4,27.0,5.0,4.0,0.0,66.9,0.789,0.0,62.1
37.0,2,1,1,1,1,10.0,11.0,9.9,28.0,5.0,3.0,0.0,78.6,0.775,0.0,70.3
